brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date,city_state
54293.0,ready_to_build,1214235.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3602.0,,"Newtown Square, PA"
54293.0,ready_to_build,1263236.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,4145.0,,"Newtown Square, PA"
54293.0,ready_to_build,1217236.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3624.0,,"Newtown Square, PA"
54293.0,ready_to_build,1255235.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,4145.0,,"Newtown Square, PA"
54293.0,ready_to_build,1212235.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3211.0,,"Newtown Square, PA"
54293.0,ready_to_build,1205735.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3200.0,,"Newtown Square, PA"
54293.0,ready_to_build,1205235.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3200.0,,"Newtown Square, PA"
54293.0,ready_to_build,1175236.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,2789.0,,"Newtown Square, PA"
54293.0,ready_to_build,1179235.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,2789.0,,"Newtown Square, PA"
54293.0,ready_to_build,1187235.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,2787.0,,"Newtown Square, PA"
54293.0,ready_to_build,1181236.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,2781.0,,"Newtown Square, PA"
54293.0,ready_to_build,1183235.0,4.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,2789.0,,"Newtown Square, PA"
54293.0,ready_to_build,1285235.0,5.0,,,35537.0,Newtown Square,Pennsylvania,19073.0,3928.0,,"Newtown Square, PA"
